기관명,주소,응급실전화,입원실가용여부,병상수,응급실가능여부,경도,위도,응급실,입원실,수술실,지역(시),지역(구)
시원항외과의원,"서울특별시 강서구 강서로 43, 7층 (화곡동, 도양라비앙타워)",,1,8,,126.846531702129,37.5315215185769,,,,서울특별시,강서구
에스탑의원,"서울특별시 강서구 화곡로 153, 4층 (화곡동)",,1,1,,126.83876719347482,37.54146469635114,,,,서울특별시,강서구
연세나눔의원,"서울 강서구 공항대로 164 , 5층 504호  (마곡동)",,1,3,,126.825514827621,37.5593259702511,,,,서울특별시,강서구
우리재활의학과의원,"서울특별시 강서구 양천로 72, 5층 (방화동, 해성빌딩)",,2,,,126.811777075121,37.5732116324409,,,,서울특별시,강서구
이선우성형외과의원,"서울특별시 종로구 종로 132, 3층 (종로3가)",,1,3,,126.99237290538762,37.57010730845644,,,,서울특별시,종로구
삼성드림의원,"서울특별시 용산구 이촌로 103, 2층 (한강로3가)",,2,,,126.959602392189,37.5240601455987,,,,서울특별시,용산구
장안과의원,서울특별시 서대문구 수색로 38 (남가좌동),,2,,,126.914480442523,37.5698083576987,,,,서울특별시,서대문구
정원의원,"서울특별시 강동구 고덕로62길 29, 201, 202호 (명일동, 명일삼환아파트)",,2,,,127.153548420662,37.5536016508145,,,,서울특별시,강동구
이지소아청소년과의원,"서울특별시 강남구 헌릉로570길 34, 리엔파크프라자 2층 201호 (세곡동)",,2,0,,127.103468343169,37.4631480963128,,,,서울특별시,강남구
삼성윤내과의원,"서울 강남구 광평로 295 , 한신사이룩스 서관 211호  (수서동)",,2,,,127.104470715166,37.4885591040326,,,,서울특별시,강남구
노마취통증의학과의원,"서울특별시 동작구 상도로 94, 수진세인트빌딩 4층 (상도동)",,2,,,126.931152504462,37.4997629442808,,,,서울특별시,동작구
연세미다인의원,"서울특별시 강남구 압구정로30길 23, 3층 304호 (신사동)",,2,0,,127.029494234094,37.5258914152554,,,,서울특별시,강남구
에비타흉부외과의원,"서울특별시 강남구 논현로 815 (신사동, Burda Moon 빌딩)",,1,2,,127.02780535379097,37.5213674409739,,,,서울특별시,강남구
윤헤어라인의원,"서울특별시 강남구 강남대로 590, 9층 (논현동, 미혜빌딩)",,2,0,,127.020399442204,37.5145367338573,,,,서울특별시,강남구
유재욱재활의학과의원,"서울특별시 강남구 강남대로 248, 목원빌딩, 6층일부 (도곡동)",,2,,,127.03400808112889,37.485749259020956,,,,서울특별시,강남구
유스피부과의원,"서울특별시 강남구 도산대로 427, 1층 (청담동)",,2,0,,127.042558928333,37.523948653363,,,,서울특별시,강남구
성모소아청소년과의원,"서울특별시 도봉구 도봉로180나길 34, 2층 (도봉동)",,2,,,127.049566885158,37.6837686884789,,,,서울특별시,도봉구
제일가정의학과의원,"서울특별시 강서구 가로공원로76길 94, 2층 (화곡동)",,2,0,,126.838700603144,37.5330339530834,,,,서울특별시,강서구
지오성형외과의원,"서울특별시 강남구 압구정로30길 51, I.S.A 빌딩 6층 (신사동)",,2,,,127.029366308026,37.5239285235536,,,,서울특별시,강남구
전혜원소아청소년과의원,"서울특별시 강남구 선릉로130길 20, 201호 (삼성동, 래미안삼성2차아파트)",,2,,,127.043343754852,37.5156660777991,,,,서울특별시,강남구
강남서울밝은안과의원,"서울특별시 강남구 강남대로 390, 18층 (역삼동, 미진프라자)",,2,0,,127.028578846319,37.4978399531903,,,,서울특별시,강남구
휴림내과의원,"서울특별시 은평구 통일로 856, 3층 3010호 (불광동, 메트로타워)",,2,0,,126.921522873651,37.6196226675938,,,,서울특별시,은평구
지앤선소아청소년과의원,"서울특별시 은평구 진관2로 15-46, 705,706호 (진관동, 메트로프라자)",,2,0,,126.919081540985,37.6386515578411,,,,서울특별시,은평구
삼성톡스앤필의원,"서울 강남구 테헤란로 513 , K타워 15층  (삼성동)",,2,0,,127.058887185824,37.5080031582356,,,,서울특별시,강남구
코원성형외과의원,"서울특별시 강남구 도산대로 110, 케이비엘 센터 2층 (논현동)",,1,1,,127.021019329669,37.5162788961317,,,,서울특별시,강남구
전마취통증의학과의원,"서울특별시 구로구 개봉로20길 6, 201-1,201-2,202호 (개봉동, 현대아파트1단지)",,2,,,126.859308079005,37.4928802334449,,,,서울특별시,구로구
미래아이내과의원,"서울특별시 서대문구 수색로 100, 상가동 1층 105,106호 (북가좌동, DMC래미안이편한세상)",,2,,,126.907916083955,37.5747334832097,,,,서울특별시,서대문구
연앤네이쳐산부인과의원,"서울특별시 강남구 학동로 521, 2~4층 (청담동)",,1,7,,127.0557997663,37.5200456727,,,,서울특별시,강남구
건강드림내과의원,서울특별시 강북구 도봉로 40 (미아동),,2,,,127.030433727904,37.6125920819171,,,,서울특별시,강북구
굿모닝의원,"서울특별시 광진구 자양로9길 77, 4층 (자양동)",,2,0,,127.081211392678,37.5317750433685,,,,서울특별시,광진구
조성형외과의원,서울특별시 강남구 논현로 841,,2,,,127.027758806248,37.5239684663137,,,,서울특별시,강남구
첫눈성형외과의원,"서울특별시 강남구 강남대로 616, 신사미타워 1302호 (신사동)",,2,0,,127.01979818833,37.5168560197204,,,,서울특별시,강남구
양재내과의원,"서울특별시 강남구 강남대로 238, 스카이쏠라빌딩 6층 (도곡동)",,2,,,127.034757121285,37.4849665053325,,,,서울특별시,강남구
노바에스피부과의원,"서울특별시 강남구 강남대로 402, 5층 (역삼동, 시계탑빌딩)",,2,,,127.027830562268,37.4987767279505,,,,서울특별시,강남구
앤플러스의원,"서울 강남구 논현로 831 , 네오스빌딩 6층  (신사동)",,1,3,,127.027855578503,37.5225808095194,,,,서울특별시,강남구
지아인의원,"서울특별시 강남구 도곡로 419, 6층(대치동, 쇼핑넷빌딩)",,2,,,127.056315963553,37.497655371872,,,,서울특별시,강남구
노블라인의원,"서울특별시 강남구 압구정로 162 (신사동, 베네하임시티 B101,B102)",,2,0,,127.027465990023,37.5263096990298,,,,서울특별시,강남구
압구정연세의원,"서울특별시 강남구 논현로176길 24, 2층 (신사동)",,2,0,,127.030456228161,37.5274323350464,,,,서울특별시,강남구
노블와이성형외과의원,"서울특별시 강남구 논현로 823, B&S빌딩 5층 (신사동)",,2,,,127.02794277452,37.5219142271279,,,,서울특별시,강남구
양시영내과의원,서울특별시 도봉구 덕릉로 225 (창동),,2,,,127.037334355933,37.6382701188965,,,,서울특별시,도봉구
청담코지의원,"서울특별시 강남구 압구정로60길 26, 4층 (청담동, 힐사이드빌딩)",,2,0,,127.041493081045,37.5256252572544,,,,서울특별시,강남구
주앤의원,"서울특별시 강남구 선릉로155길 3, 2,3,4층 (신사동)",,2,0,,127.039245649004,37.5251446199786,,,,서울특별시,강남구
아크네마인드의원,"서울특별시 강남구 압구정로30길 17, 이소니프라자 2층 206호 (신사동)",,2,,,127.029553686621,37.5263301884169,,,,서울특별시,강남구
아이앤지성형외과의원,"서울특별시 강남구 강남대로 446, 한웰빌딩 7층일부 (역삼동)",,2,,,127.025947091441,37.502389199656,,,,서울특별시,강남구
더맑은신경정신과의원,"서울 강남구 논현로 507 , 성지하이츠3차빌딩 3층  (역삼동)",,2,,,127.036157208818,37.5015784938059,,,,서울특별시,강남구
상암정형외과의원,"서울특별시 마포구 월드컵북로 347, 301호 (상암동, 상암메디칼빌딩)",,2,0,,126.893216249483,37.576345413949,,,,서울특별시,마포구
날아라정형외과의원,"서울특별시 강남구 학동로 207, 4,5,6층 (논현동)",,1,23,,127.031608130481,37.5145660716687,,,,서울특별시,강남구
드림온비뇨의학과의원,"서울특별시 강동구 천호대로 1006, 601호 (성내동, 브라운스톤)",,1,1,,127.123788971242,37.5380513979559,,,,서울특별시,강동구
반포예원이비인후과의원,"서울 서초구 신반포로 100 , 래미안 퍼스티지 신반포역상가 2층  (반포동)",,2,,,126.995693596225,37.5030849342672,,,,서울특별시,서초구
365엠씨의원,"서울특별시 성북구 아리랑로 3, 5층 (동소문동6가, 기업은행)",,2,0,,127.016174486678,37.5930241251186,,,,서울특별시,성북구
더비단성형외과의원,"서울특별시 강남구 선릉로 843, 201호 (신사동)",,2,0,,127.040210268105,37.527215789349,,,,서울특별시,강남구
차앤박피부과의원,"서울특별시 광진구 아차산로 241, 4층 402호 (화양동)",,2,0,,127.070150304742,37.5405050771385,,,,서울특별시,광진구
성수성모내과의원,"서울특별시 성동구 뚝섬로 388, 2층 (성수동2가)",,2,,,127.053669957873,37.5390105790565,,,,서울특별시,성동구
상도사랑가정의학과의원,"서울특별시 동작구 양녕로 268, 2층 (상도1동)",,2,,,126.948856226166,37.5034996666046,,,,서울특별시,동작구
현산부인과의원,"서울특별시 서초구 방배로 127, 3층 (방배동)",,2,0,,126.994860973768,37.4852579365619,,,,서울특별시,서초구
유앤아이의원,"서울특별시 송파구 올림픽로 240, 롯데월드 웰빙센터동 3층 1호 (잠실동)",,2,0,,127.082765031389,37.5114261730629,,,,서울특별시,송파구
장윤주산부인과의원,"서울특별시 구로구 남부순환로97길 3, KS프리미어빌딩 701호 (개봉동)",,2,,,126.858255129585,37.49399577225,,,,서울특별시,구로구
닥터스피부과의원,"서울특별시 구로구 경인로67길 23, 305-1,2호 (신도림동, 신도림2차푸르지오)",,2,,,126.889481191271,37.5104826397728,,,,서울특별시,구로구
이진내과의원,"서울특별시 관악구 남부순환로 1912, 3층 (봉천동)",,2,0,,126.961646750481,37.4775118863287,,,,서울특별시,관악구
코넬플러스비뇨의학과의원,"서울특별시 서초구 서초대로 332, 2층 (서초동)",,2,0,,127.017907829453,37.4946855560133,,,,서울특별시,서초구
제중안과의원,서울특별시 종로구 자하문로2길 4 ,,2,,,126.972859321085,37.576377886406,,,,서울특별시,종로구
드림페이스의원,"서울특별시 마포구 양화로 196, 동성빌딩 2층 (동교동)",,2,,,126.926518078974,37.5583783180983,,,,서울특별시,마포구
타워비뇨기과의원,"서울특별시 종로구 종로 120, 5층 (종로3가)",,1,4,,126.99091787405,37.5700680162517,,,,서울특별시,종로구
라비앙성형외과의원,"서울특별시 강남구 선릉로 805, W빌딩 3, 4층 (신사동)",,2,0,,127.038982210697,37.5241263043193,,,,서울특별시,강남구
유진성형외과의원,"서울특별시 강남구 테헤란로8길 44 (역삼동, 알파베타 사옥 2층일부, 3층)",,2,,,127.03224691528,37.495998522778,,,,서울특별시,강남구
이종문신경과의원,서울특별시 성동구 독서당로 223,,2,,,127.015191933825,37.5442707521164,,,,서울특별시,성동구
고려가정의학과의원,서울특별시 노원구 광운로 57 (월계동),,2,0,,127.059560972668,37.6226384345807,,,,서울특별시,노원구
굳쎈정형외과의원,"서울특별시 노원구 동일로 1673, 상계빌딩 4,3,2층 302호, 202호 (상계동)",,1,21,,127.054942094267,37.6778972437903,,,,서울특별시,노원구
모아만의원,"서울특별시 강남구 도산대로 110, 케이비엘 센터 8층 (논현동)",,2,0,,127.021019329669,37.5162788961317,,,,서울특별시,강남구
혜담소아청소년과의원,"서울특별시 양천구 목동서로 67, 3층 (목동, 우성에펠타운)",,2,0,,126.878549519127,37.5363966169946,,,,서울특별시,양천구
김세진소아청소년과의원,서울 성북구 화랑로 76   (하월곡동),,2,,,127.040463515854,37.6018277386458,,,,서울특별시,성북구
서울듀크의원,"서울특별시 종로구 율곡로 47, 3층 (안국동, 걸스카웃회관)",,2,,,126.984586464645,37.5763368424522,,,,서울특별시,종로구
삼성이비인후과의원,"서울특별시 금천구 시흥대로 214, 비즈메드빌딩 503호 (시흥동)",,2,0,,126.901712234507,37.4530428916984,,,,서울특별시,금천구
라임의원,"서울특별시 강동구 고덕로 391, 7층 (고덕동)",,2,0,,127.168978454847,37.5572260091644,,,,서울특별시,강동구
강동서울삼성내과의원,"서울특별시 강동구 풍성로 116, 2층 (성내동, 청구아파트상가)",,2,0,,127.124961187675,37.5318890337585,,,,서울특별시,강동구
산타클로스의원,"서울특별시 송파구 백제고분로 365, 태문빌딩 7층 (석촌동)",,2,,,127.106298010481,37.5052665438398,,,,서울특별시,송파구
가톨릭권정형외과의원,"서울특별시 영등포구 신길로 42, 3층 (신길동)",,1,29,,126.908618171148,37.4964707028524,,,,서울특별시,영등포구
이내과의원,"서울특별시 마포구 양화로 64, 3층 (서교동, 서교제일빌딩)",,2,0,,126.9158048087,37.550309669,,,,서울특별시,마포구
대명앰알씨티의원,"서울특별시 영등포구 양평로 99, 지하1,2-5층 (양평동4가)",,1,29,,126.89607164408,37.5364773083686,,,,서울특별시,영등포구
유앤이비인후과의원,"서울특별시 강남구 논현로 84, 이손빌딩 2층 (개포동)",,2,,,127.045294203892,37.4775312338944,,,,서울특별시,강남구
스마트정형외과의원,"서울특별시 강남구 테헤란로 139-1, 5층 (역삼동)",,2,0,,127.034471388344,37.5004396757708,,,,서울특별시,강남구
클린업피부과의원,"서울특별시 강남구 선릉로 832, 2층 (청담동, 소나무빌딩)",,2,0,,127.040414963913,37.5262458809486,,,,서울특별시,강남구
성모강내과의원,"서울특별시 강동구 성안로 163, 3층 (천호동, 대세빌딩)",,2,0,,127.13527207045,37.5377591322053,,,,서울특별시,강동구
탑비뇨기과의원,"서울특별시 강동구 천호대로 1015, 10층 (천호동)",,2,,,127.125107663778,37.5385041121306,,,,서울특별시,강동구
강북연세내과의원,"서울특별시 강북구 도봉로 260, 4층 (미아동, 운산빌딩)",,2,,,127.024422935028,37.6317067557155,,,,서울특별시,강북구
행복찾기정신과의원,"서울특별시 강북구 도봉로 52, 연이빌딩 2(M)층 (미아동)",,2,,,127.03052852605,37.613699372646,,,,서울특별시,강북구
본앤본정형외과의원,"서울특별시 강서구 공항대로43길 123, 3,4,5층 (등촌동)",,1,21,,126.851117430409,37.5625025336054,,,,서울특별시,강서구
에스원이비인후과의원,"서울특별시 강남구 강남대로 598, 보림빌딩 6층 (논현동)",,1,2,,127.02036308047335,37.51517456075629,,,,서울특별시,강남구
리뉴얼의원,"서울특별시 강남구 선릉로157길 18, 에스앤케이 스퀘어(S&K SQUARE) 4층, 5층 (신사동)",,2,,,127.038394241771,37.5262303371107,,,,서울특별시,강남구
강남미즈힐산부인과의원,"서울특별시 강남구 강남대로 242, 크리스탈빌딩 3층 (도곡동)",,2,0,,127.034082861809,37.4853735070328,,,,서울특별시,강남구
대학로메리힐산부인과의원,"서울특별시 종로구 대학로12길 4, 4층 (동숭동, 동덕빌딩 )",,2,,,127.002197716421,37.5825159439465,,,,서울특별시,종로구
서울이비인후과의원,"서울특별시 도봉구 덕릉로 239, 2층 (창동)",,2,,,127.038240549644,37.6392117182212,,,,서울특별시,도봉구
가슴편한내과의원,"서울특별시 강남구 봉은사로 327, 궁도빌딩 4층 (논현동)",,2,0,,127.042653360305,37.5101865123901,,,,서울특별시,강남구
청담한세성모안과의원,서울특별시 강남구 학동로 433 (청담동),,2,0,,127.048315042069,37.5187620689431,,,,서울특별시,강남구
에이치투오의원,"서울특별시 강남구 도산대로89길 8, LH빌딩 4~6층 (청담동)",,2,0,,127.0505996716,37.5251080455,,,,서울특별시,강남구
연세프렌즈소아청소년과의원,"서울 노원구 동일로 1392 , 한일빌딩 3층  (상계동)",,2,0,,127.061324512782,37.6530537904638,,,,서울특별시,노원구
유앤미의원,"서울특별시 서초구 강남대로 415, 14층 (서초동, 대동빌딩)",,2,0,,127.026339775243,37.4995604045649,,,,서울특별시,서초구
연세유내과의원,"서울특별시 마포구 도화길 32, 삼성아파트 201,210호 (도화동)",,2,0,,126.94959257016,37.540853210103,,,,서울특별시,마포구
피움의원,"서울특별시 서초구 서초중앙로 43, 3층 (서초동,로얄타워)",,2,,,127.015576900888,37.4855373251844,,,,서울특별시,서초구
디디소아청소년과의원,"서울특별시 서초구 서운로 216, 2층 201호 (서초동)",,2,0,,127.0218706432,37.5023787621337,,,,서울특별시,서초구
성모휴정신건강의학과의원,서울특별시 도봉구 도봉로 551 (쌍문동),,1,47,,127.037758938487,37.6544885008684,,,,서울특별시,도봉구
연세어울림이비인후과의원,"서울특별시 광진구 아차산로 241, 4층 401호 (화양동)",,1,1,,127.070150304742,37.5405050771385,,,,서울특별시,광진구
초이스최의원,"서울특별시 강동구 양재대로81길 64, 3,4층 (성내동)",,1,29,,127.130992455402,37.5240672132671,,,,서울특별시,강동구
밝은봄소아청소년과의원,"서울특별시 동작구 흑석한강로 27, 106동  B104호 (흑석동, 흑석한강푸르지오상가)",,2,,,126.966284444741,37.5040994188129,,,,서울특별시,동작구
마음안정신건강의학과의원,"서울특별시 강동구 올림픽로 651, 6층 (천호동)",,2,,,127.123313958545,37.5397559555383,,,,서울특별시,강동구
예스의원,"서울특별시 영등포구 당산로 142-1, 3층 (당산동3가, 클리닉빌딩)",,1,1,,126.89733801020084,37.52731225782822,,,,서울특별시,영등포구
봄빛내과의원,서울특별시 양천구 곰달래로 47 (신월동),,2,,,126.837894790687,37.5301745162122,,,,서울특별시,양천구
한여성의원,"서울특별시 중구 다산로 137, 2층 (신당동)",,2,,,127.011111120255,37.5561169034626,,,,서울특별시,중구
연세마이뷰의원,"서울특별시 동작구 사당로 301, 3층 (사당동)",,2,0,,126.980796622285,37.4853017183316,,,,서울특별시,동작구
맑은샘이비인후과의원,서울특별시 양천구 남부순환로 356,,1,2,,126.828353356767,37.5352437556767,,,,서울특별시,양천구
푸른성모이비인후과의원,"서울특별시 성동구 행당로 87, 404호 (행당동, 대림아파트 리빙프라자)",,2,,,127.028544269386,37.5572921201611,,,,서울특별시,성동구
삼성피부과산부인과,"서울특별시 동작구 상도로 356, 3,4층 (상도동)",,2,0,,126.952823875773,37.4967617926881,,,,서울특별시,동작구
삼성척척마취통증의학과의원,"서울특별시 관악구 관악로 220, 2층 (봉천동)",,2,0,,126.955381283408,37.4842211221627,,,,서울특별시,관악구
민도준류우마내과의원,"서울특별시 서초구 서초중앙로 125, 904,905호 (서초동, 로이어즈타워)",,2,0,,127.013418755214,37.4930094671548,,,,서울특별시,서초구
두리이비인후과의원,"서울특별시 금천구 시흥대로 403, 7층 (독산동)",,1,2,,126.897489343069,37.4698086627095,,,,서울특별시,금천구
한길정형외과의원,"서울특별시 구로구 신도림로19길 7, 성광빌딩 409,410,411호 (신도림동)",,2,0,,126.884470304555,37.5112029731186,,,,서울특별시,구로구
전영수내과의원,"서울특별시 금천구 남부순환로 1390, (독산동)",,2,,,126.905213073868,37.479839203517,,,,서울특별시,금천구
김승국소아과의원,"서울특별시 금천구 금하로 707, (시흥동)",,2,,,126.908729259558,37.4512558633473,,,,서울특별시,금천구
연세이비인후과의원,"서울특별시 노원구 동일로 1005, 2층 (공릉동, 대정빌딩)",,2,,,127.074514434411,37.6199276979518,,,,서울특별시,노원구
삼성서울가정의원,"서울특별시 동대문구 이문로54길 46, 2층 (이문동)",,2,,,127.064446861992,37.6054382486418,,,,서울특별시,동대문구
김수진내과의원,"서울특별시 동작구 보라매로5가길 16, 502호 (신대방동)",,2,,,126.924094714271,37.4912751024086,,,,서울특별시,동작구
강피부과의원,서울특별시 성북구 동소문로20가길 56  (동선동1가),,2,,,127.019168478371,37.5937423079466,,,,서울특별시,성북구
송파인내과의원,"서울특별시 송파구 동남로 189, 가락쌍용아파트 2층 224호 (가락동)",,2,,,127.12991947316269,37.4947106219458,,,,서울특별시,송파구
김인주연세가정의학과의원,서울특별시 서대문구 홍은중앙로 89 (홍은동),,2,0,,126.947351976886,37.5990276988425,,,,서울특별시,서대문구
루비의원,"서울특별시 중구 명동길 65, 보림빌딩 5층 (명동1가)",,2,0,,126.98591834303,37.5641952853184,,,,서울특별시,중구
리뉴미피부과의원,"서울특별시 중구 을지로 251, 을지회관 2층 203호 (을지로6가)",,2,0,,127.006251379421,37.5665548575457,,,,서울특별시,중구
강서연세내과의원,"서울특별시 강서구 양천로 72, 403호, 404호 (방화동, 해성빌딩)",,2,,,126.811777075121,37.5732116324409,,,,서울특별시,강서구
양재서울이비인후과의원,"서울특별시 서초구 남부순환로 2614, 308호, 309일부호 (양재동, 한솔로이젠트빌딩)",,2,,,127.0368793563926,37.48440774488567,,,,서울특별시,서초구
우리들의피부과의원,"서울 동대문구 고산자로 399 , 동양프라자 201호  (용두동)",,2,,,127.037769621436,37.5752762915537,,,,서울특별시,동대문구
참길이비인후과의원,서울특별시 마포구 마포대로 44,,2,,,126.947098319374,37.539973013511,,,,서울특별시,마포구
고운소아청소년과의원,"서울특별시 서초구 잠원로 24, 반포자이플라자 303호 (반포동)",,2,0,,127.009873208557,37.5071156980651,,,,서울특별시,서초구
유앤미의원,"서울특별시 강남구 학동로 411 (청담동, 원일빌딩)",,2,,,127.044713083924,37.5180972856452,,,,서울특별시,강남구
튼튼나무정형외과의원,"서울특별시 강동구 양재대로 1619, 2층 (천호동)",,2,,,127.143515495266,37.5499891084547,,,,서울특별시,강동구
연세안과의원,"서울특별시 동작구 서달로 150, 213호, 211호 (흑석동, 이랜드해가든)",,2,0,,126.962183786625,37.5066265781961,,,,서울특별시,동작구
평화의원,서울특별시 성동구 독서당로 302 (금호동4가),,2,,,127.02273086562,37.5476110768479,,,,서울특별시,성동구
금천연세마취통증의학과의원,"서울특별시 금천구 금하로 701, 2,3층 (시흥동)",,2,,,126.907969418473,37.451559906687,,,,서울특별시,금천구
킨더웰소아청소년과의원,"서울특별시 중구 다산로 168, 나동 3층 (신당동, 성원빌딩)",,2,,,127.013023379599,37.558442272308,,,,서울특별시,중구
라임비뇨기과의원,"서울특별시 중랑구 면목로 495, 4층 (상봉동)",,2,,,127.085325030592,37.5960451496247,,,,서울특별시,중랑구
박정수연세의원,"서울특별시 서초구 방배로 32, 205호 (방배동)",,2,0,,127.000373876917,37.4778399509735,,,,서울특별시,서초구
햇살정형외과의원,"서울특별시 영등포구 여의대방로 95, 601호 (신길동)",,2,,,126.91714794861,37.4976469496475,,,,서울특별시,영등포구
엔트리의원,"서울특별시 중랑구 동일로 786, 2층 (중화동)",,2,0,,127.07998501080421,37.600717823805006,,,,서울특별시,중랑구
강태욱피부과의원,"서울특별시 성동구 행당로 84, 302호 (행당동, 한진종합상가)",,2,0,,127.028745897371,37.556567759443,,,,서울특별시,성동구
김태화엔도내과의원,서울특별시 성동구 사근동길 6 (행당동),,2,,,127.042016095489,37.5601443455492,,,,서울특별시,성동구
림스내과의원,"서울특별시 영등포구 여의대방로 83, 2~3층 (신길동)",,2,,,126.915853024241,37.4971217388291,,,,서울특별시,영등포구
신길연세365의원,"서울특별시 영등포구 도신로 120, 신영빌딩 2~3층 (신길동)",,2,0,,126.905419023732,37.5082105383995,,,,서울특별시,영등포구
역삼이창훈이비인후과의원,서울특별시 강남구 논현로 503 (역삼동),,1,4,,127.036366846779,37.5012739795743,,,,서울특별시,강남구
더맑은가정의학과의원,"서울특별시 중구 을지로 158, 삼풍상가 (을지로4가)",,1,4,,126.995590487854,37.5659276672957,,,,서울특별시,중구
예일의원,"서울특별시 동작구 동작대로 89, 401호 (사당동, 골든시네마타워)",,2,0,,126.9816651481,37.4846154681,,,,서울특별시,동작구
365미소내과의원,"서울특별시 동작구 남부순환로 2055, 2층 (사당동)",,2,,,126.977094087349,37.4768743718646,,,,서울특별시,동작구
삼성화곡소아청소년과의원,"서울 강서구 강서로13길 3 , 밀성타워 4층  (화곡동)",,2,0,,126.846047920456,37.5322957492562,,,,서울특별시,강서구
가산안과의원,"서울특별시 금천구 가산디지털1로 168, 우림라이온스밸리 A동 1층 110호 (가산동)",,2,,,126.88263620024,37.479966429878,,,,서울특별시,금천구
시흥의원,서울특별시 금천구 시흥대로 240,,2,,,126.900701144093,37.4552836761891,,,,서울특별시,금천구
연세안과의원,서울특별시 금천구 금하로 762,,2,,,126.914331902321,37.4498863722075,,,,서울특별시,금천구
마디엔신경외과의원,"서울특별시 금천구 시흥대로153길 99, 2층 (가산동)",,2,0,,126.893360961324,37.4757851018003,,,,서울특별시,금천구
한사랑의원,"서울특별시 송파구 올림픽로 435 (신천동, 파크리오B상가 307호)",,2,,,127.104971745978,37.5213592954462,,,,서울특별시,송파구
김효철이상훈내과의원,"서울특별시 송파구 올림픽로 509 (풍납동, J빌딩 302호)",,2,0,,127.11839160464,37.5278698593939,,,,서울특별시,송파구
연세이안과의원,"서울특별시 송파구 동남로 207 (가락동, 유성빌딩 3층)",,2,0,,127.130903505914,37.4960694243582,,,,서울특별시,송파구
연세이너힐의원,"서울특별시 성북구 월계로40길 7, 센트럴타운 2,3층 202,205,301호 (장위동)",,1,3,,127.048397229405,37.6229473543321,,,,서울특별시,성북구
건강그린내과의원,서울특별시 은평구 연서로 216 (대조동),,2,0,,126.920120155706,37.6178000192821,,,,서울특별시,은평구
하나재활의학과의원,"서울특별시 강서구 가로공원로76길 88, 2층 (화곡동, 월정빌딩)",,2,0,,126.838561356922,37.5332832497493,,,,서울특별시,강서구
에코이비인후과의원,"서울특별시 동작구 상도로 356, 2층 (상도동)",,1,1,,126.95283802138934,37.49674585052743,,,,서울특별시,동작구
맑은머리신경과의원,"서울특별시 노원구 동일로 1417, 삼양빌딩 3층 (상계동)",,2,0,,127.059980216361,37.6550688080345,,,,서울특별시,노원구
서울비뇨기과의원,"서울특별시 노원구 노해로 492 (상계동, 프린스빌딩)",,2,0,,127.06267693457022,37.65445590936226,,,,서울특별시,노원구
정마취통증의학과의원,"서울특별시 강북구 도봉로 324, 2층 (번동)",,1,1,,127.024872687413,37.636791553989,,,,서울특별시,강북구
타워비뇨기과의원,"서울특별시 광진구 강변역로4길 10, 304,305,306호 (구의동, 강변역지너스타워 )",,1,3,,127.093405063055,37.5353492183772,,,,서울특별시,광진구
강북삼성내과의원,"서울특별시 은평구 은평로 200-1, 가동 201호 (응암동, 삼영빌딩)",,2,,,126.929999928224,37.6011336684453,,,,서울특별시,은평구
연세바른내과의원,"서울특별시 영등포구 경인로 775, 에이스하이테크시티 2동 103호 (문래동3가)",,2,,,126.897536835727,37.5147464245043,,,,서울특별시,영등포구
우리편한내과의원,"서울 강동구 상암로 104 , 중앙클레식하우스 A동 2층  (천호동, 중앙클레식하우스)",,2,0,,127.134117821981,37.5471484077264,,,,서울특별시,강동구
김수연이비인후과의원,"서울특별시 송파구 양재대로 1222, 중심상가동 3층 14호 (방이동, 올림픽선수기자촌@ )",,2,0,,127.131063164753,37.5157276361757,,,,서울특별시,송파구
김현영산부인과의원,"서울특별시 서초구 동작대로 120, 성산빌딩 504호 (방배동)",,2,0,,126.982708256783,37.4872512547438,,,,서울특별시,서초구
고은미인의원,"서울 관악구 남부순환로 1860 , 사랑의병원 2층  (봉천동)",,2,0,,126.956285774259,37.4796247835746,,,,서울특별시,관악구
닥터제이미의원,"서울특별시 관악구 신림로 340, 8층 (신림동)",,2,0,,126.930096548294,37.4847625375982,,,,서울특별시,관악구
연세수재활의학과의원,"서울특별시 양천구 목동동로 379, 303,304,305,306호 (목동, 광장상가)",,2,,,126.878713495139,37.5356098520363,,,,서울특별시,양천구
신앤정소아청소년과의원,"서울특별시 양천구 신정이펜2로 12, 3층 304호 (신정동, 이펜하우스타워 )",,2,0,,126.83282424606,37.5126074619051,,,,서울특별시,양천구
연세이비인후과의원,"서울특별시 송파구 오금로 412 (가락동, 2층)",,2,0,,127.135653118425,37.4973129503721,,,,서울특별시,송파구
시온뷰티의원,"서울 송파구 마천로 311 , 2층  (마천동)",,2,0,,127.150361806674,37.4954514166429,,,,서울특별시,송파구
아미산부인과의원,"서울특별시 송파구 백제고분로 204 (삼전동, 4층)",,2,,,127.089234537921,37.5037486871523,,,,서울특별시,송파구
아이엘의원,"서울특별시 강남구 학동로 208, 용문빌딩 2(일부)층 (논현동)",,2,0,,127.031988191374,37.5140499644185,,,,서울특별시,강남구
엠버여성의원,"서울특별시 송파구 송파대로 374, 3층 301호 &#40;송파동&#41;",,2,0,,127.110169891842,37.5014100277705,,,,서울특별시,송파구
연의원,"서울특별시 송파구 석촌호수로 61, 트리지움 4층 402호 (잠실동)",,2,0,,127.08614148883224,37.51082909623595,,,,서울특별시,송파구
